Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Total.Injuries
Accident,WPR13FA010,2012-10-15,"Marana, AZ",United States,Fatal,Substantial,Airplane,piper,PA-28-151,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13LA011,2012-10-15,"Parker, AZ",United States,Non-Fatal,Substantial,Airplane,cirrus design corp,SR20,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,WPR13FA013,2012-10-15,"Half Moon Bay, CA",United States,Fatal,Substantial,Airplane,aeropro cz,A240,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,1.0
Accident,ANC13FA004,2012-10-15,"Willow, AK",United States,Fatal,Destroyed,Airplane,grumman aircraft eng corp,C-1A,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13WA140,2012-10-15,"Victoriaville, Canada",Canada,Non-Fatal,Substantial,unknown,piper,PA34,No,0.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,UNK,unknown,2.0
Accident,ERA13LA024,2012-10-16,"Crossville, TN",United States,Non-Fatal,Substantial,Airplane,cashmer philip m,SONEX,Yes,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,unknown,2.0
Incident,DCA13WA003,2012-10-16,"Lorient, France",France,Non-Fatal,Minor,unknown,bombardier,CL600 2C10,No,0.0,unknown,unknown,0.0,0.0,0.0,57.0,UNK,unknown,0.0
Accident,ERA13CA027,2012-10-16,"Maryville, TN",United States,Non-Fatal,Substantial,Airplane,cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13LA015,2012-10-16,"Cloverdale, IN",United States,Non-Fatal,Minor,Airplane,young robert herman,WOODY PUSHER,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,unknown,1.0
Accident,CEN13WA014,2012-10-17,"Pickle Lake, Ontario, Canada",Canada,Fatal,Substantial,Airplane,lake,250,No,0.0,Reciprocating,Personal,3.0,0.0,1.0,0.0,UNK,unknown,4.0
Accident,CEN13LA016,2012-10-17,"Wausau, WI",United States,Non-Fatal,Substantial,Airplane,beech,A36,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,IMC,unknown,1.0
Accident,CEN13CA019,2012-10-17,"Portales, NM",United States,Non-Fatal,Substantial,Airplane,air tractor inc,AT-502B,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Incident,CEN13IA024,2012-10-17,"Elyria, OH",United States,Non-Fatal,Minor,Airplane,flight design,CTLS,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,DCA13CA008,2012-10-17,"Kabul, Afghanistan",Afghanistan,Non-Fatal,Substantial,Airplane,bombardier inc,DHC-8-315,No,2.0,Turbo Prop,Public Aircraft - Federal,0.0,0.0,0.0,7.0,VMC,unknown,0.0
Accident,WPR13LA015,2012-10-18,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,beech,N35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13FA017,2012-10-18,"Yucca, AZ",United States,Fatal,Substantial,Airplane,cessna,182P,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13CA018,2012-10-18,"Twin Bridges, MT",United States,Non-Fatal,Substantial,Airplane,albright stan,KITFOX SUPER SPORT,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,ERA13CA047,2012-10-18,"Plymouth, MA",United States,Non-Fatal,Substantial,Airplane,daniels alan l,KITFOX SERIES 7,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,ERA13LA029,2012-10-19,"Edison, GA",United States,Non-Fatal,Substantial,Airplane,grumman acft eng cor-schweizer,G-164B,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Incident,DCA13WA005,2012-10-19,"Glasgow, United Kingdom",United Kingdom,Non-Fatal,Minor,unknown,boeing,737,No,0.0,unknown,unknown,0.0,0.0,0.0,189.0,UNK,unknown,0.0
Incident,ERA13IA036,2012-10-19,"Nantucket, MA",United States,Non-Fatal,Minor,Airplane,cessna,560XL,No,2.0,Turbo Fan,unknown,0.0,0.0,0.0,3.0,VMC,unknown,0.0
Accident,DCA13WA007,2012-10-19,"Pontianak, Indonesia",Indonesia,Non-Fatal,Minor,Airplane,boeing,737,Yes,0.0,unknown,unknown,0.0,0.0,0.0,160.0,IMC,unknown,0.0
Accident,ERA13FA032,2012-10-20,"East Moriches, NY",United States,Fatal,Substantial,Airplane,"swift museum foundation, inc.",GC-1A,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13CA033,2012-10-20,"Newton, GA",United States,Non-Fatal,Substantial,Airplane,air tractor inc,AT-502B,No,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13CA019,2012-10-20,"Live Oak, CA",United States,Non-Fatal,Substantial,Airplane,quicksilver mfg,MXL II SPORT,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,unknown,1.0
Accident,CEN13CA021,2012-10-20,"Lonoke, AR",United States,Non-Fatal,Substantial,Airplane,piper,PA-18-105 SPECIAL,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13LA037,2012-10-20,"Indian Trail, NC",United States,Non-Fatal,Substantial,Airplane,cessna,172D,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,unknown,0.0
Accident,ERA13CA038,2012-10-20,"Weyers Cave, VA",United States,Non-Fatal,Substantial,Airplane,cessna,172H,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,ANC13CA006,2012-10-20,"Cordova, AK",United States,Non-Fatal,Substantial,Airplane,piper,PA-18-125,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,ERA13CA044,2012-10-20,"Miami, FL",United States,Non-Fatal,Substantial,Airplane,cessna,172R,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,ERA13LA034,2012-10-21,"Mansfield, MA",United States,Non-Fatal,Substantial,Airplane,cessna,150H,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13WA020,2012-10-21,"Speichersdorf, Germany",Germany,Fatal,Destroyed,Airplane,mooney,M20E,No,1.0,unknown,unknown,2.0,0.0,0.0,0.0,UNK,unknown,2.0
Accident,WPR13CA021,2012-10-21,"Lake Tahoe, CA",United States,Non-Fatal,Substantial,Airplane,piper,PA24,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,ERA13LA048,2012-10-21,"Pahokee, FL",United States,Non-Fatal,Substantial,Airplane,cirrus design corp,SR22,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,ERA13CA051,2012-10-21,"Seneca Falls, NY",United States,Non-Fatal,Substantial,Airplane,cessna,150L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13LA023,2012-10-22,"Sturtevant, WI",United States,Non-Fatal,Substantial,Airplane,beech,B90,No,2.0,Turbo Prop,Personal,0.0,1.0,0.0,1.0,IMC,unknown,1.0
Accident,ANC13CA005,2012-10-22,"Talkeetna, AK",United States,Non-Fatal,Substantial,Airplane,cessna,A185E,No,1.0,Reciprocating,unknown,0.0,0.0,0.0,4.0,VMC,unknown,0.0
Accident,WPR13FA022,2012-10-23,"Byron, CA",United States,Fatal,Destroyed,Airplane,behne,GLASAIR III,Yes,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,CEN13CA031,2012-10-24,"Carrollton, OH",United States,Non-Fatal,Substantial,Airplane,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,ERA13CA040,2012-10-24,"Hampton, NH",United States,Non-Fatal,Substantial,Airplane,aeronca,7CCM,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13CA028,2012-10-24,"Casa Grande, AZ",United States,Non-Fatal,Substantial,Airplane,sport plane dynamics llc,LIGHTNING,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13FA030,2012-10-25,"Maryland Heights, MO",United States,Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13FA039,2012-10-25,"Hooksett, NH",United States,Fatal,Substantial,Airplane,beech,A36,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13LA041,2012-10-26,"Fairhope, AL",United States,Non-Fatal,Substantial,Airplane,grumman american avn. corp.,AA-5A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,0.0
Accident,WPR13CA024,2012-10-27,"Calexico, CA",United States,Non-Fatal,Substantial,Airplane,cessna,170A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Incident,WPR13IA026,2012-10-27,"Oakland, CA",United States,Non-Fatal,Minor,Airplane,cessna,P210N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13CA033,2012-10-27,"Beechgrove, IN",United States,Non-Fatal,Substantial,Airplane,porter james grant,SUPERIOR CUB,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,unknown,1.0
Accident,CEN13CA037,2012-10-27,"Reklaw, TX",United States,Non-Fatal,Substantial,Airplane,bates,STARDUSTER SA-300,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,WPR13LA034,2012-10-27,"Payson, AZ",United States,Non-Fatal,Substantial,Airplane,jeffair,BARRACUDA,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,ERA13LA042,2012-10-28,"Sevierville, TN",United States,Non-Fatal,Substantial,Airplane,piper,PA-32R-300,No,1.0,Reciprocating,Personal,0.0,3.0,0.0,2.0,IMC,unknown,3.0
Accident,CEN13LA034,2012-10-28,"Mont Belvieu, TX",United States,Fatal,Substantial,Airplane,us light aircraft corp,HORNET,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,WPR13WA030,2012-10-29,"Ballarat, Australia, Australia",Australia,Fatal,Substantial,Airplane,cessna,172,No,1.0,Reciprocating,Unknown,1.0,0.0,2.0,0.0,UNK,unknown,3.0
Accident,WPR13CA032,2012-10-29,"Long Beach, CA",United States,Non-Fatal,Substantial,Airplane,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13FA038,2012-10-31,"Boyne City, MI",United States,Non-Fatal,Substantial,Airplane,piaggio,P180,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,IMC,unknown,0.0
Accident,ERA13WA050,2012-10-31,"Kiim, Spain",Spain,Non-Fatal,Substantial,unknown,cessna,206,No,0.0,unknown,Positioning,0.0,0.0,1.0,0.0,VMC,unknown,1.0
Accident,CEN13FA039,2012-11-01,"San Marcos, TX",United States,Fatal,Substantial,Airplane,cessna,320E,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,1.0
Accident,ERA13WA068,2012-11-01,"Chapada dos Guimaraes, Brazil",Brazil,Fatal,Substantial,Airplane,embraer,810D,No,0.0,unknown,Personal,4.0,0.0,0.0,0.0,IMC,unknown,4.0
Accident,CEN13CA040,2012-11-02,"McKinney, TX",United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13CA033,2012-11-02,"Watsonville, CA",United States,Non-Fatal,Substantial,Airplane,cessna,140,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13CA040,2012-11-02,"Casper, WY",United States,Non-Fatal,Substantial,Airplane,spackman,AVID FLYER,Yes,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13LA041,2012-11-03,"Roanoke, TX",United States,Non-Fatal,Substantial,Airplane,cessna,172S,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13CA043,2012-11-03,"Georgetown, OH",United States,Non-Fatal,Substantial,Airplane,fairchild heli-porter,PILATUS PC6/B1A-H2,No,1.0,Turbo Prop,Positioning,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13CA042,2012-11-03,"West Bend, WI",United States,Non-Fatal,Substantial,Airplane,luscombe,8E,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,unknown,2.0
Accident,WPR13CA031,2012-11-03,"Van Nuys, CA",United States,Non-Fatal,Minor,Airplane,beech,D17S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,unknown,0.0
Accident,CEN13FA045,2012-11-04,"Gothenburg, NE",United States,Fatal,Substantial,Airplane,cessna,150F,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ANC13LA008,2012-11-04,"Kenai, AK",United States,Non-Fatal,Substantial,Airplane,bellanca,7ECA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13LA050,2012-11-04,"Lafayette, LA",United States,Non-Fatal,Substantial,Airplane,waco,SRE,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,0.0
Accident,CEN13LA055,2012-11-04,"Darbyville, OH",United States,Non-Fatal,Substantial,Airplane,central ohio dragonfly club,DRAGONFLY-C,No,1.0,Reciprocating,Glider Tow,0.0,0.0,1.0,0.0,VMC,unknown,1.0
Accident,WPR13CA046,2012-11-04,"Sacramento, CA",United States,Non-Fatal,Substantial,Airplane,remos acft gmbh flugzeugbau,REMOS GX,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,IMC,unknown,0.0
Accident,CEN13FA044,2012-11-05,"Stotts City, MO",United States,Fatal,Substantial,Airplane,cessna,310,No,2.0,Reciprocating,Positioning,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,CEN13LA046,2012-11-05,"Groesbeck, TX",United States,Fatal,Minor,Airplane,sorensen,SPRINT MXII,Yes,0.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13LA049,2012-11-05,"Fort Lauderdale, FL",United States,Non-Fatal,Substantial,Airplane,piper,PA-28R-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13FA049,2012-11-06,"Wichita, KS",United States,Fatal,Substantial,Airplane,cessna,208B,No,1.0,Turbo Prop,unknown,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13FA051,2012-11-06,"Anadarko, OK",United States,Fatal,Substantial,Airplane,piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13LA035,2012-11-06,"Modesto, CA",United States,Non-Fatal,Substantial,Airplane,cessna,172M,No,1.0,Reciprocating,Aerial Observation,0.0,2.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13WA074,2012-11-06,"Curitiba, Brazil",Brazil,Fatal,Destroyed,unknown,piper,PA-31T,No,0.0,unknown,unknown,4.0,0.0,0.0,0.0,VMC,unknown,4.0
Accident,CEN13LA054,2012-11-07,"Conway, AR",United States,Fatal,Substantial,Airplane,cessna,P210N,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Incident,ENG13RA006,2012-11-07,"Mumbai, India, India",India,Non-Fatal,Minor,Airplane,boeing,777,No,2.0,unknown,Unknown,0.0,0.0,0.0,203.0,UNK,unknown,0.0
Accident,CEN13LA056,2012-11-09,"La Grange, TX",United States,Non-Fatal,Substantial,Airplane,cessna,210L,No,1.0,Reciprocating,Business,0.0,3.0,0.0,0.0,VMC,unknown,3.0
Accident,ERA13LA052,2012-11-10,"Gordon, AL",United States,Non-Fatal,Substantial,Airplane,waller charles r,RANS S12-XL,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,ERA13LA054,2012-11-10,"Williamson, GA",United States,Non-Fatal,Substantial,Airplane,vans aircraft inc,RV-12,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Incident,CEN13IA059,2012-11-10,"Minneapolis, MN",United States,Non-Fatal,Minor,Airplane,fairchild,SA227-AC,No,2.0,Turbo Prop,unknown,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13CA064,2012-11-10,"Crowley, LA",United States,Non-Fatal,Substantial,Airplane,lawson ron,RANS S-19,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13CA039,2012-11-11,"Carlsbad, CA",United States,Non-Fatal,Substantial,Airplane,costruzioni aeronautiche tecna,P2004 BRAVO,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13FA037,2012-11-11,"Shaver Lake, CA",United States,Fatal,Substantial,Airplane,cessna,421C,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,WPR13LA038,2012-11-11,"Maricopa, AZ",United States,Non-Fatal,Substantial,Airplane,cessna,172P,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13LA053,2012-11-11,"Jasper, GA",United States,Non-Fatal,Substantial,Airplane,cessna,210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,ANC13LA009,2012-11-11,"Akiachak, AK",United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,unknown,1.0
Accident,CEN13WA061,2012-11-11,"Birr, Ireland, Ireland",Ireland,Fatal,Destroyed,Airplane,reims-cessna,F150,No,1.0,Reciprocating,unknown,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13WA063,2012-11-11,"Sao Paulo, Brazil",Brazil,Non-Fatal,Substantial,Airplane,cessna,525B,No,2.0,unknown,unknown,0.0,1.0,1.0,1.0,VMC,unknown,2.0
Accident,ERA13FA055,2012-11-13,"Jackson, MS",United States,Fatal,Substantial,Airplane,piper,PA-32-300,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,unknown,3.0
Accident,ERA13LA056,2012-11-13,"Canton, GA",United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13LA057,2012-11-13,"San Antonio, TX",United States,Non-Fatal,Substantial,Airplane,cessna,T182T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Incident,DCA13WA020,2012-11-13,"Johannesburg, South Africa",South Africa,Non-Fatal,Minor,Airplane,boeing,MD-82,No,0.0,unknown,unknown,0.0,0.0,0.0,137.0,UNK,unknown,0.0
Accident,CEN13WA173,2012-11-13,"Murcia, Spain",Spain,Non-Fatal,Minor,unknown,swearingen,SA226,No,0.0,unknown,Positioning,0.0,0.0,0.0,3.0,VMC,unknown,0.0
Accident,WPR13FA041,2012-11-15,"Morgan, UT",United States,Fatal,Substantial,Airplane,american,AA-1,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13LA058,2012-11-15,"Lexington, KY",United States,Non-Fatal,Substantial,Airplane,cessna,172RG,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13CA098,2012-11-15,"Moline, IL",United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13LA043,2012-11-16,"Show Low, AZ",United States,Non-Fatal,Substantial,Airplane,cirrus,SR22,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13FA059,2012-11-16,"Owls Head, ME",United States,Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,unknown,3.0
Accident,ERA13WA431,2012-11-16,"Concepcion, Panama",Panama,Fatal,Destroyed,Airplane,beech,95B55 - B,No,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,unknown,3.0
Accident,CEN13WA065,2012-11-16,"Ostermaima, Sweden",Sweden,Fatal,Destroyed,Airplane,cessna,172,No,1.0,unknown,Personal,1.0,0.0,0.0,0.0,UNK,unknown,1.0
Accident,ERA13LA060,2012-11-17,"White Plains, NY",United States,Non-Fatal,Substantial,Airplane,beech,35B33,No,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13LA061,2012-11-17,"Greenwood, SC",United States,Non-Fatal,Substantial,Airplane,cessna,550,No,2.0,Turbo Fan,Flight Test,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,WPR13FA053,2012-11-17,"Bondurant, WY",United States,Fatal,Destroyed,Airplane,cessna,182D,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ANC13WA011,2012-11-17,"La Crete, Canada",Canada,Fatal,Substantial,unknown,piper,PA46,No,0.0,unknown,unknown,1.0,0.0,0.0,0.0,UNK,unknown,1.0
Accident,CEN13FA060,2012-11-18,"Burlington, WI",United States,Fatal,Substantial,Airplane,grumman american avn. corp.,AA-1B,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13FA062,2012-11-18,"Savannah, GA",United States,Fatal,Substantial,Airplane,cessna,172K,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,1.0
Accident,WPR13LA045,2012-11-18,"Obyan,",United States,Fatal,Substantial,Airplane,piper,PA-32,No,1.0,Reciprocating,unknown,1.0,1.0,5.0,0.0,VMC,unknown,7.0
Accident,ANC13WA010,2012-11-18,"Snow Lake, Canada",Canada,Fatal,Substantial,unknown,cessna,208,No,0.0,unknown,unknown,1.0,0.0,7.0,0.0,UNK,unknown,8.0
Accident,CEN13LA062,2012-11-18,"Jacksonville, TX",United States,Fatal,Substantial,Airplane,"jabiru usa sport aircraft, llc",J250-SP,No,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13CA074,2012-11-18,"Poplar Grove, IL",United States,Non-Fatal,Substantial,Airplane,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13LA063,2012-11-19,"Oak Grove, LA",United States,Fatal,Substantial,Airplane,redd tom,QUICKSILVER GT 400,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13FA064,2012-11-19,"Canton, CT",United States,Fatal,Substantial,Airplane,piper,PA-28-180,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,unknown,2.0
Accident,ERA13WA078,2012-11-19,"Cuchilla La Laja, Colombia",Colombia,Fatal,Substantial,Airplane,cessna,R172K,No,0.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,unknown,1.0
Accident,WPR13LA047,2012-11-20,"San Rafael, CA",United States,Non-Fatal,Substantial,Airplane,cessna,210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,ERA13LA065,2012-11-20,"Roanoke, VA",United States,Non-Fatal,Substantial,Airplane,beech,C90A,No,2.0,Turbo Prop,unknown,0.0,0.0,0.0,4.0,VMC,unknown,0.0
Accident,CEN13LA068,2012-11-20,"San Antonio, TX",United States,Non-Fatal,Substantial,Airplane,boeing,A75L3,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,unknown,1.0
Accident,CEN13CA087,2012-11-20,"Red Oak, IA",United States,Non-Fatal,Substantial,Airplane,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,CEN13FA067,2012-11-21,"Hillsdale, MI",United States,Fatal,Substantial,Airplane,piper,PA-28-180,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13FA066,2012-11-21,"Watkins, CO",United States,Fatal,Substantial,Airplane,brian p north,RAF SE5A REPLICA,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13FA069,2012-11-21,"Mancelona, MI",United States,Fatal,Substantial,Airplane,cessna,310B,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13WA080,2012-11-22,"El Viento, Colombia",Colombia,Fatal,Substantial,Airplane,piper,PA-25-260,No,1.0,unknown,Aerial Application,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13LA050,2012-11-23,"San Andreas, CA",United States,Fatal,Substantial,Airplane,sater,COOT A-AMPHIB,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,ERA13CA067,2012-11-23,"King George, VA",United States,Non-Fatal,Substantial,Airplane,radley vincent,QUICKSILVER SPORT 2S,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,unknown,1.0
Accident,WPR13FA058,2012-11-23,"Tacna, AZ",United States,Fatal,Substantial,Airplane,piper,PA-28-160,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,unknown,1.0
Accident,CEN13LA071,2012-11-24,"East Troy, WI",United States,Non-Fatal,Substantial,Airplane,scott,IRONSIDES,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,unknown,1.0
Accident,WPR13CA055,2012-11-24,"Needles, CA",United States,Non-Fatal,Substantial,Airplane,piper,PA18,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,unknown,0.0
Accident,CEN13CA077,2012-11-24,"Grain Valley, MO",United States,Non-Fatal,Substantial,Airplane,christen industries inc,PITTS S-2S,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,unknown,0.0
Accident,WPR13LA060,2012-11-24,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,piper,PA30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,unknown,0.0
Accident,WPR13LA052,2012-11-25,"Van Nuys, CA",United States,Non-Fatal,Substantial,Airplane,cessna,U206,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,unknown,2.0
